,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_hourly_night_rate,average_hourly_day_rate,average_hourly_intl_rate,average_hourly_eve_rate,total_minutes,state,international plan,voice mail plan,churn
3155,IL,123,no,no,0,114.8,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2,22.216708023159637,5.881147540983607,3.7065637065637067,11.764705882352942,543.0,IL,no,no,False
2517,IL,151,yes,no,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,22.214342001576043,5.882178804026051,3.701492537313433,11.76305446378439,702.5,IL,yes,no,False
265,WV,114,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,22.225609756097565,5.883024251069901,3.7012987012987013,11.76470588235294,769.2,WV,no,yes,False
75,MN,50,no,no,0,157.1,90,26.71,223.3,72,18.98,181.4,111,8.16,6.1,2,1.65,1,22.230392156862745,5.8816922500935975,3.696969696969697,11.765015806111697,567.9000000000001,MN,no,no,False
2506,VT,138,no,no,0,230.1,107,39.12,212.0,120,18.02,174.9,119,7.87,13.2,4,3.56,1,22.223634053367217,5.881901840490798,3.7078651685393256,11.764705882352942,630.2,VT,no,no,False
397,OR,94,no,no,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2.0,2,0.54,1,22.220113851992412,5.882057716436638,3.7037037037037033,11.764953664700927,749.9000000000001,OR,no,no,True
2826,SD,131,no,no,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,22.214912280701757,5.882905447714465,3.709090909090909,11.76643192488263,601.2,SD,no,no,False
2236,KS,128,no,no,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,22.213279678068414,5.8819657744624845,3.7017994858611827,11.767578125,623.8,KS,no,no,False
3110,NY,31,no,yes,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,22.217194570135746,5.881547415268744,3.7062937062937062,11.764418377321602,668.6,NY,no,yes,False
398,IL,84,no,no,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,22.228843861740167,5.881399870382372,3.695652173913044,11.764176417641764,507.2,IL,no,no,False
1374,MI,97,no,yes,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,22.224797219003477,5.881942018861334,3.695652173913044,11.765625,594.6,MI,no,yes,False
2776,IN,130,no,yes,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,22.22535211267606,5.882352941176471,3.7,11.763319189061763,599.7,IN,no,yes,False
1915,WV,172,no,no,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,22.216494845360824,5.882189497082522,3.6931818181818183,11.764357608052102,718.5999999999999,WV,no,no,False
599,OH,75,no,yes,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,22.214221422142217,5.881868131868132,3.7096774193548385,11.762295081967215,671.0,OH,no,yes,False
2121,WA,46,no,no,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,22.23065250379363,5.881587508132727,3.702623906705539,11.76320272572402,525.8,WA,no,no,False
1304,CO,88,no,no,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,22.228033472803347,5.88403041825095,3.6974789915966393,11.765232974910395,545.8,CO,no,no,False
1833,IL,70,no,no,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8.0,3,2.16,2,22.22898903775883,5.882187147688839,3.7037037037037033,11.763450042698548,674.7,IL,no,no,False
877,FL,129,yes,no,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,22.20675944333996,5.882094148702155,3.710691823899371,11.762672811059907,589.1999999999999,FL,yes,no,False
3232,WI,142,no,no,0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,22.21846846846847,5.881905727318804,3.707865168539326,11.762237762237762,607.5,WI,no,no,False
2338,KS,67,no,no,0,129.0,78,21.93,188.0,116,15.98,235.0,102,10.58,11.2,3,3.02,2,22.2117202268431,5.882352941176471,3.7086092715231787,11.76470588235294,563.2,KS,no,no,False
1559,MI,135,no,no,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,22.231320368474922,5.882785679254536,3.710691823899371,11.767441860465116,640.1,MI,no,no,False
36,AK,36,no,yes,30,146.3,128,24.87,162.5,80,13.81,129.3,109,5.82,14.5,6,3.92,0,22.216494845360824,5.88258946521914,3.6989795918367347,11.766835626357711,452.6,AK,no,yes,False
2725,WV,51,no,no,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,22.20969560315671,5.882557331480195,3.7037037037037033,11.762225969645868,517.8,WV,no,no,False
3170,CT,67,no,no,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,22.22340425531915,5.880855397148676,3.6945812807881775,11.763059701492535,584.0999999999999,CT,no,no,False
2155,AL,172,no,no,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,22.229551451187334,5.882352941176471,3.7037037037037033,11.765245300320956,707.1,AL,no,no,True
2837,NC,75,no,no,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,22.22,5.882523148148148,3.7046632124352334,11.762589928057555,668.7,NC,no,no,False
983,MN,92,no,no,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,22.218875502008032,5.882027139296594,3.7037037037037033,11.765322158198009,667.3000000000001,MN,no,no,False
1583,SD,78,no,yes,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,22.214060860440714,5.882002383790226,3.7078651685393256,11.766812574612018,718.0,SD,no,yes,False
1130,PA,122,no,no,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,22.22614840989399,5.8793969849246235,3.702623906705539,11.763175016265453,480.2,PA,no,no,False
2251,OH,80,no,no,0,197.6,83,33.59,164.5,86,13.98,94.0,98,4.23,6.4,6,1.73,1,22.22222222222222,5.882703185471866,3.6994219653179194,11.766809728183118,462.5,OH,no,no,False
2519,MO,15,no,no,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,22.213438735177867,5.88337684943429,3.7004405286343616,11.766975308641975,520.9,MO,no,no,False
1904,WA,174,no,yes,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4,22.222222222222225,5.881528215913074,3.6989795918367347,11.765042979942695,517.6,WA,no,yes,True
679,TX,75,yes,no,0,222.4,78,37.81,327.0,111,27.8,208.0,104,9.36,8.7,9,2.35,1,22.222222222222225,5.882041787886802,3.7021276595744674,11.762589928057553,766.0999999999999,TX,yes,no,True
733,NM,85,no,yes,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,22.211740041928724,5.882654368434538,3.6964980544747084,11.760000000000002,583.3,NM,no,yes,False
414,OR,76,no,no,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,22.228976697061807,5.881332408049965,3.7037037037037033,11.764705882352942,522.9,OR,no,no,False
1527,IA,36,no,no,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0,22.218875502008032,5.881466599698643,3.7037037037037033,11.764117941029484,582.8,IA,no,no,False
1661,AL,92,no,yes,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1,22.222222222222225,5.88292445955793,3.7083333333333335,11.768607221812822,620.8,AL,no,yes,False
830,CO,121,yes,no,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,22.21915285451197,5.882146615222728,3.701657458563536,11.771356783919598,516.1,CO,yes,no,True
620,KS,163,no,no,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,22.218543046357613,5.882533825338253,3.6994219653179194,11.765776699029127,666.4,KS,no,no,False
114,AZ,63,no,no,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1,22.229232386961094,5.884115884115884,3.7007874015748032,11.761442441054092,449.29999999999995,AZ,no,no,False
419,NV,115,no,no,0,184.1,98,31.3,327.0,73,27.8,212.5,106,9.56,7.5,6,2.03,2,22.228033472803347,5.881789137380191,3.6945812807881775,11.762589928057553,731.1,NV,no,no,False
1637,CO,74,no,no,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,22.22426470588235,5.882967607105537,3.6991869918699187,11.766958424507658,691.2,CO,no,no,False
2667,NJ,136,no,yes,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,22.210365853658537,5.882168599185208,3.7037037037037033,11.761575306013837,564.4,NJ,no,yes,False
3262,SD,88,no,no,0,142.2,107,24.17,262.4,84,22.3,139.2,99,6.26,10.1,5,2.73,1,22.236421725239616,5.883326437732726,3.6996336996336994,11.766816143497756,553.9,SD,no,no,False
89,NJ,128,no,no,0,237.9,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1,22.22340425531915,5.882789317507419,3.7066666666666666,11.762470308788599,708.3,NJ,no,no,True
2094,NV,141,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,22.22503160556258,5.881993274228065,3.7037037037037033,11.761619190404797,536.1,NV,no,no,False
758,LA,108,no,yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,22.209737827715358,5.882603147596767,3.6981132075471703,11.763762693746658,684.4,LA,no,yes,False
2561,IA,143,no,yes,33,141.4,130,24.04,186.4,114,15.84,210.0,111,9.45,7.7,6,2.08,1,22.222222222222225,5.881863560732113,3.701923076923077,11.767676767676768,545.5,IA,no,yes,False
1642,TN,99,no,no,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,22.220956719817767,5.879828326180257,3.6945812807881775,11.760707002039428,430.4,TN,no,no,False
11,RI,74,no,no,0,187.7,127,31.91,163.4,148,13.89,196.0,94,8.82,9.1,5,2.46,0,22.22222222222222,5.882168599185208,3.6991869918699187,11.763858891288697,556.2,RI,no,no,False
2458,LA,163,no,yes,23,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,22.21466364323507,5.882352941176471,3.6974789915966393,11.7632241813602,760.1999999999999,LA,no,yes,False
285,SD,145,no,yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,22.2310405643739,5.881180223285487,3.705463182897862,11.768251841929002,590.9000000000001,SD,no,yes,False
1073,NY,44,no,no,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,22.224510813594232,5.883319638455217,3.707317073170732,11.767151767151768,536.4000000000001,NY,no,no,False
1199,DC,180,no,yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,22.2234156820623,5.88175589951789,3.707317073170732,11.762626262626263,679.2,DC,no,yes,False
1451,IN,101,no,yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,22.2289156626506,5.882195448460508,3.6964980544747084,11.763224181360203,600.5,IN,no,yes,False
3113,HI,108,no,no,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,22.230843840931133,5.882590276376841,3.7037037037037037,11.766897285790314,755.9,HI,no,no,True
3112,AR,115,no,no,0,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,7,22.205882352941178,5.882601351351352,3.7051792828685266,11.761467889908257,491.90000000000003,AR,no,no,True
2754,IN,96,no,yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,22.220812182741117,5.881786058464503,3.704918032786886,11.763766959297687,691.9999999999999,IN,no,yes,False
3009,VA,133,no,yes,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,22.227979274611396,5.882785679254536,3.701657458563536,11.7663421418637,629.1,VA,no,yes,False
1580,WI,120,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,22.210386151797607,5.882494582229714,3.7062937062937062,11.762773722627738,744.0,WI,no,yes,False
2441,HI,111,no,yes,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,22.22873900293255,5.881815412732257,3.7003058103975532,11.759747102212854,544.2,HI,no,yes,False
2753,OH,134,no,no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,22.228843861740167,5.864661654135338,3.706896551724138,11.763898421413865,378.6,OH,no,no,False
2859,WV,87,no,no,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,22.210274790919954,5.882352941176471,3.6977491961414795,11.759581881533101,322.9,WV,no,no,False
1699,TX,133,no,no,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,22.225274725274726,5.881883479648842,3.7004405286343616,11.762114537444933,551.5,TX,no,no,False
856,WY,104,no,no,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,22.22107438016529,5.882729894264658,3.702623906705539,11.764132553606238,532.1,WY,no,no,False
2219,WV,94,no,yes,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,22.226600985221673,5.881979695431473,3.707865168539326,11.767955801104973,456.0,WV,no,yes,False
901,CT,23,no,no,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,22.22047244094488,5.882568136089263,3.704918032786886,11.762505843852267,725.6,CT,no,no,True
499,WV,95,no,no,0,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1,22.22873900293255,5.883143049026192,3.6945812807881775,11.76697159364468,502.9,WV,no,no,False
2317,AL,106,no,no,0,212.9,110,36.19,187.0,69,15.9,128.1,71,5.76,6.3,3,1.7,3,22.239583333333332,5.882840563691628,3.7058823529411766,11.761006289308176,534.3,AL,no,no,False
1794,NY,54,no,no,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,22.213740458015266,5.8825944170771765,3.6977491961414795,11.765946230890881,725.0,NY,no,no,True
336,SC,99,no,no,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,22.219321148825063,5.883171070931849,3.7062937062937062,11.763431542461007,621.5,SC,no,no,False
518,NM,87,no,no,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,22.21494102228047,5.883175935641832,3.706896551724138,11.76439790575916,575.3,NM,no,no,False
1357,AZ,97,no,no,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,22.21064814814815,5.88214904679376,3.6994219653179194,11.765957446808512,540.3000000000001,AZ,no,no,False
1021,WV,67,no,no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,22.237903225806452,5.881528215913074,3.7004405286343616,11.768421052631577,454.2,WV,no,no,False
3120,AR,96,no,yes,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,22.212885154061624,5.88263245426467,3.6986301369863015,11.762276273519964,673.3,AR,no,yes,False
3115,WV,102,no,no,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,22.234332425068118,5.881763527054108,3.7037037037037033,11.766095688127583,607.2,WV,no,no,False
1793,SD,97,no,no,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,22.223987291501192,5.882763433356594,3.7055837563451774,11.765773944620971,714.9,SD,no,no,False
2584,GA,64,no,no,0,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,11.4,5,3.08,3,22.224969097651424,5.882831570382425,3.7012987012987013,11.761426978818282,619.1,GA,no,no,False
1797,WV,92,no,yes,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,22.22707423580786,5.882841711674283,3.709090909090909,11.765704584040746,563.3,WV,no,yes,False
2082,PA,65,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,22.213359920239284,5.882970348989766,3.6981132075471703,11.761786600496277,646.4,PA,no,yes,False
358,NE,37,yes,yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,22.237354085603112,5.8821218074656185,3.7096774193548385,11.7670011148272,484.29999999999995,NE,yes,yes,False
3165,WI,91,no,yes,44,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,22.231404958677683,5.882672460619228,3.6991869918699187,11.767505098572398,640.9,WI,no,yes,False
1320,AR,103,no,yes,31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,22.220543806646525,5.881979695431473,3.6989795918367347,11.761904761904761,544.6,AR,no,yes,False
1647,MO,110,no,no,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,22.21302998965874,5.882197569994717,3.6986301369863015,11.768631813125694,556.8,MO,no,no,False
553,UT,61,yes,no,0,78.2,103,13.29,195.9,149,16.65,108.0,100,4.86,10.1,6,2.73,2,22.22222222222222,5.884123401053424,3.6996336996336994,11.765765765765767,392.2,UT,yes,no,False
2402,NY,77,no,yes,33,143.0,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5,22.224576271186443,5.882352941176471,3.7046004842615017,11.762749445676274,475.4,NY,no,yes,True
2493,KY,21,no,no,0,92.6,95,15.74,161.9,70,13.76,285.0,78,12.83,11.3,3,3.05,5,22.213561964146532,5.883100381194409,3.704918032786886,11.765988372093023,550.8000000000001,KY,no,no,True
2536,CT,119,no,no,0,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43,0,22.209567198177677,5.882823435312938,3.7037037037037033,11.766194331983804,730.7,CT,no,no,True
2277,DC,217,no,no,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,22.22588623248145,5.882073228720874,3.7047353760445687,11.766098484848484,655.1,DC,no,no,False
1235,AZ,163,no,no,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,22.22707423580786,5.882159315339039,3.7062937062937062,11.76759410801964,557.7,AZ,no,no,False
2975,WV,80,no,no,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,22.219074598678,5.8812111801242235,3.699059561128527,11.769436997319035,530.3,WV,no,no,False
963,MO,142,no,yes,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,22.22222222222222,5.882352941176471,3.6986301369863015,11.767210787792761,600.6,MO,no,yes,False
1785,MO,45,no,yes,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,22.22641509433962,5.88133391078389,3.7089201877934275,11.766261237440508,601.8,MO,no,yes,False
2153,UT,89,no,no,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,22.210365853658537,5.881967213114755,3.6964980544747084,11.767015706806284,424.7,UT,no,no,False
1014,OH,102,no,no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,22.22790357925493,5.881147540983607,3.7037037037037033,11.767241379310345,513.0,OH,no,no,False
1100,WI,116,no,yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,22.2279792746114,5.882007631347227,3.705357142857143,11.763691246226822,696.0,WI,no,yes,False
2969,NV,116,no,no,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,22.21957040572792,5.883289124668435,3.7089201877934275,11.764057331863285,518.4,NV,no,no,False
2760,IL,137,yes,no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,22.22784810126582,5.882498760535449,3.7075718015665795,11.764314247669773,691.5999999999999,IL,yes,no,True
1002,VT,93,no,yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,22.22325581395349,5.88160136286201,3.695652173913043,11.765119549929677,551.1,VT,no,yes,False
1691,OR,95,no,no,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,22.2180916976456,5.882352941176471,3.7055837563451774,11.76737160120846,689.3,OR,no,no,True
153,RI,56,no,no,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,22.231012658227847,5.88235294117647,3.7096774193548385,11.766098484848484,621.9,RI,no,no,False
3093,SD,27,no,no,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,22.225274725274723,5.882505848713284,3.710407239819004,11.762435677530018,751.5,SD,no,no,True
583,ME,165,no,no,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,22.225392296718976,5.881203595154357,3.705035971223022,11.767215112736135,665.5,ME,no,no,False
1481,MD,129,no,yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4.0,2,22.233918128654967,5.881507046304285,3.7,11.762621789193979,542.2,MD,no,yes,False
707,CT,84,no,yes,42,165.3,97,28.1,223.5,118,19.0,260.8,72,11.74,7.6,7,2.05,3,22.214650766609882,5.882562277580071,3.707317073170732,11.763157894736842,657.2,CT,no,yes,False
1220,NV,180,no,no,0,139.0,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,22.21066319895969,5.882352941176471,3.7028301886792447,11.76255230125523,550.4,NV,no,no,False
902,HI,149,no,no,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,22.230522945570975,5.88276836158192,3.710407239819004,11.763440860215054,601.9,HI,no,no,False
490,IN,78,no,no,0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,22.220459952418715,5.882849901436216,3.6994219653179194,11.766899766899767,754.3000000000001,IN,no,no,False
562,WY,99,no,yes,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,22.226512226512227,5.882180539273154,3.6991869918699187,11.76313446126447,646.7,WY,no,yes,False
1149,MD,37,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,22.22431668237512,5.883002207505518,3.7065637065637067,11.763766959297687,499.4,MD,yes,no,False
1127,KS,159,no,yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,22.226600985221673,5.881789137380191,3.706140350877193,11.7664851784634,621.0999999999999,KS,no,yes,False
515,ID,148,no,yes,14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,22.223926380368102,5.883092394720301,3.6997885835095135,11.766848816029146,449.8,ID,no,yes,False
637,NC,64,no,yes,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,22.228464419475657,5.8817766165904635,3.6945812807881775,11.761992619926199,552.5,NC,no,yes,False
2867,WI,95,no,no,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,22.211808809746955,5.882498760535449,3.7086092715231787,11.764705882352942,639.5,WI,no,no,False
1676,WA,83,no,no,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,22.21458046767538,5.881326352530541,3.701923076923077,11.766361717100631,471.2,WA,no,no,False
1018,WY,76,no,no,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,22.213541666666668,5.882090218847699,3.7012987012987013,11.76200204290092,675.7,WY,no,no,True
1943,NV,125,no,no,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,22.21917808219178,5.882763433356594,3.7074829931972793,11.761553918285331,598.4,NV,no,no,False
1158,CA,60,yes,no,0,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0,1,22.22464558342421,5.882352941176471,3.6999999999999997,11.76437108708025,604.6,CA,yes,no,False
2854,NH,101,no,no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,22.218675179569033,5.882510013351134,3.7062937062937062,11.765439800374297,697.9,NH,no,no,False
3117,OR,113,no,no,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,22.220812182741117,5.881486934118513,3.700564971751412,11.763717805151176,558.1,OR,no,no,False
116,NJ,64,no,no,0,162.6,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,1,22.200772200772203,5.882778581765557,3.7075718015665795,11.760617760617762,386.6,NJ,no,no,False
745,WA,119,no,yes,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,22.215288611544462,5.88256746900073,3.7078651685393256,11.762218045112782,560.6000000000001,WA,no,yes,False
3069,IN,148,no,yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,22.230142566191446,5.882134914751667,3.707865168539326,11.766862170087975,547.4,IN,no,yes,False
