,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_night_rate_by_min,average_day_rate_by_min,average_intl_rate_by_min,average_eve_rate_by_min,total_minutes,churn
1601,AR,99,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,0.045003065603923975,0.16999587288485346,0.26991150442477874,0.08500997435166714,767.5999999999999,True
2279,OR,80,no,no,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,0.0450063211125158,0.16996466431095406,0.27052631578947367,0.08501347708894878,545.5,False
645,MT,50,no,yes,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,0.04501262626262626,0.16998813760379597,0.27058823529411763,0.08499156829679595,597.7,False
1,OH,107,no,yes,26,161.6,123,27.47,195.5,103,16.62,254.4,103,11.45,13.7,3,3.7,1,0.04500786163522012,0.16998762376237625,0.27007299270072993,0.08501278772378518,625.2,False
2172,AL,132,no,no,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,0.04500959692898273,0.1700089928057554,0.2696428571428572,0.08500604594921403,607.4,False
702,KS,99,no,no,0,191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,1,0.04499178981937603,0.16997907949790797,0.2702127659574468,0.0849908480780964,612.8,False
3018,ME,105,no,no,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,0.044986807387862794,0.17003194888178913,0.269672131147541,0.08502139800285308,536.3,False
1648,VA,102,no,no,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,0.04500739644970415,0.17002865329512895,0.27058823529411763,0.08500844594594593,690.2,False
1299,UT,49,no,no,0,266.3,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,2,3.78,2,0.045024390243902444,0.1699962448366504,0.26999999999999996,0.08498556304138595,693.1,True
3169,ID,78,no,no,0,103.5,115,17.6,117.9,102,10.02,201.0,94,9.05,12.0,3,3.24,4,0.04502487562189055,0.17004830917874397,0.27,0.08498727735368956,434.4,True
2503,IN,168,no,no,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,0.04501366120218579,0.16997816593886464,0.26969696969696966,0.0849888392857143,665.0999999999999,False
1531,DE,138,yes,no,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4,0.045014925373134326,0.17010752688172043,0.26979166666666665,0.085,409.6,True
1865,MI,146,no,no,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,0.04499332443257677,0.16999330207635632,0.26962025316455696,0.08498129342597542,494.1,True
1144,NH,155,no,no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,0.045011086474501104,0.17000461467466546,0.27037037037037037,0.08503118503118502,507.1,False
3218,NC,104,no,yes,18,182.1,66,30.96,213.6,65,18.16,193.0,108,8.69,13.4,9,3.62,2,0.04502590673575129,0.1700164744645799,0.2701492537313433,0.0850187265917603,602.1,False
1643,WI,107,no,no,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0.04500160720025715,0.17,0.26986301369863014,0.08498567335243554,626.9000000000001,False
2010,NC,89,no,no,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,0.04499707431246343,0.16997167138810199,0.27007874015748035,0.08502109704641352,479.1,False
667,MT,27,no,no,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,0.045033112582781455,0.17002063983488133,0.26956521739130435,0.08502943650126156,457.80000000000007,False
687,SC,108,no,no,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,0.04497917630726516,0.17001067235859124,0.2698412698412698,0.08499249624812405,616.0,False
1265,WY,95,no,yes,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,0.044989775051124746,0.1700153374233129,0.2702970297029703,0.08500468603561387,679.9,False
318,ID,173,no,yes,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,0.04501831501831501,0.17000860585197933,0.27,0.0849929211892402,722.3,False
652,AR,54,no,yes,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,0.04497991967871487,0.16998550024166265,0.26956521739130435,0.08497652582159625,543.1,False
1445,ID,55,no,yes,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,0.04500662251655629,0.17002247191011235,0.2701030927835052,0.08501457725947521,781.2,False
1490,TN,1,no,no,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,0.04501182033096927,0.17001529831718512,0.26999999999999996,0.08499156829679595,711.1,False
714,SD,168,no,yes,22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,0.04498567335243553,0.16998294485503126,0.26986301369863014,0.08497874350495985,569.4,False
1290,CA,92,no,no,0,249.4,118,42.4,211.5,95,17.98,169.0,116,7.61,9.1,3,2.46,0,0.04502958579881657,0.17000801924619086,0.2703296703296703,0.08501182033096927,639.0,False
1780,AL,68,no,no,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,0.044997715851987204,0.16999364272091544,0.27,0.0850158442734269,609.1,False
978,VT,63,no,no,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,0.04497991967871486,0.16999999999999998,0.2702290076335878,0.084984984984985,781.6,True
2690,RI,36,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,0.04501347708894879,0.17001276052743514,0.26999999999999996,0.08501016260162601,698.5999999999999,False
2695,WI,72,no,no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,0.04500594530321047,0.16998332406892716,0.2704081632653061,0.0849799732977303,507.70000000000005,False
1314,WA,110,no,no,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,0.04498207885304659,0.1700162074554295,0.2698412698412698,0.08497880072683223,468.1,False
1411,NC,103,no,no,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,0.045026801667659315,0.16998799519807925,0.2701298701298701,0.08497920997920999,534.6,False
1419,NM,65,no,no,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,0.04498614958448753,0.17000946073793755,0.2696969696969697,0.08497884344146685,434.6,False
2249,FL,113,no,no,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,0.04499374217772215,0.16997840172786177,0.2701388888888889,0.08502252252252253,444.4,False
1507,MN,116,no,no,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1,0.044995829858215174,0.16998484082870136,0.27,0.0850089232599643,617.8000000000001,False
2050,MT,121,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,0.045008183306055646,0.16998123827392123,0.27066666666666667,0.08500414250207125,585.8000000000001,False
1540,HI,117,no,no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,0.04501752628943415,0.16999022482893453,0.270063694267516,0.08498520710059172,452.9,False
1675,WV,93,no,no,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,0.04500220167327169,0.17000705716302048,0.26960784313725494,0.08502262443438914,600.0,False
1363,OK,117,no,yes,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,0.04498861047835991,0.16997140133460437,0.2701298701298701,0.08501683501683502,613.5999999999999,False
3245,OR,89,no,no,0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,0.04502212389380531,0.1699640287769784,0.2698412698412698,0.08501228501228503,426.70000000000005,False
3268,WA,84,no,no,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,0.04501118568232662,0.17001037703216879,0.27007874015748035,0.08498716852010266,759.1000000000001,True
1655,SD,138,no,no,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3,0.04501685122773231,0.17002360346184106,0.27,0.08498183286233348,587.5,False
1058,GA,92,no,no,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,0.0450261780104712,0.16999999999999998,0.2697674418604651,0.08501759678230267,491.9,False
800,MN,96,no,yes,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,0.04498327759197324,0.1699961729812476,0.26991150442477874,0.0850158442734269,672.9000000000001,False
2708,MI,132,no,no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,0.045018257694314036,0.16998626373626374,0.2696629213483146,0.08501280956447481,726.0,True
3079,WV,88,no,no,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,0.04500542888165038,0.1700380228136882,0.26962025316455696,0.08501144164759725,498.4,True
1609,VT,57,no,no,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,0.04498948843728101,0.1699882075471698,0.2696428571428572,0.0850021303792075,700.9,False
2619,ND,147,yes,yes,35,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3,0.045022026431718064,0.17003174603174603,0.2702702702702703,0.08502109704641352,585.2,True
2745,PA,61,no,yes,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,0.04497415278575532,0.17,0.26960784313725494,0.08499446290143965,469.9,True
2640,KY,105,no,yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,0.04499332443257677,0.17000364033491083,0.27037037037037037,0.08501291989664082,778.5999999999999,False
1831,OH,93,no,yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,0.044998126639190714,0.16999343401181877,0.26991150442477874,0.08500934579439252,698.0,False
1734,WI,92,no,no,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,0.04499769479022591,0.17000634115409005,0.2702898550724638,0.08499665103817816,687.0,False
1191,TN,146,yes,no,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,0.044988738738738744,0.17001873828856964,0.26956521739130435,0.08498080614203456,555.3,False
2587,ME,105,no,no,0,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,0.04498966942148761,0.16999999999999998,0.2696629213483146,0.08499558693733451,641.1,False
1066,KS,117,no,yes,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,0.04501679731243002,0.16999999999999998,0.2703389830508474,0.08500669344042838,719.8,False
543,NC,26,no,no,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3,0.044989561586638825,0.17002132196162045,0.2714285714285714,0.08498845265588914,646.1,False
1690,PA,174,no,yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,0.044995491433724076,0.1700180342651037,0.2701612903225806,0.08499525166191832,666.6,False
2812,AZ,82,no,yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,0.044983215218202165,0.17002902757619737,0.27,0.08501061571125265,652.4000000000001,False
3207,DC,93,no,yes,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,0.044985434873075325,0.16998693664271716,0.2700854700854701,0.08497627833421192,747.9000000000001,False
2547,VT,72,no,no,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,0.04501661129568106,0.16997855611150822,0.27007874015748035,0.08501788908765653,617.0,False
1769,NC,114,no,no,0,193.0,101,32.81,250.0,81,21.25,133.3,79,6.0,9.6,2,2.59,2,0.0450112528132033,0.17,0.26979166666666665,0.085,585.9000000000001,False
1935,MD,108,yes,yes,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,0.044993870044953005,0.17002305918524213,0.2698529411764706,0.08502994011976048,555.4,True
95,AK,104,no,no,0,278.4,106,47.33,81.0,113,6.89,163.2,137,7.34,9.8,5,2.65,1,0.04497549019607843,0.17000718390804598,0.2704081632653061,0.08506172839506172,532.4,False
1026,AL,67,no,yes,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,0.0449874686716792,0.16999999999999998,0.27,0.08499313186813187,555.8,False
566,AZ,75,no,yes,37,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,0.04499396863691194,0.1700411522633745,0.26991150442477874,0.08500368459837879,652.9,False
2806,MA,13,no,no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,0.045005784805244885,0.17000907441016333,0.2698529411764706,0.0849905303030303,704.5,False
868,MD,42,no,no,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0,0.04497206703910615,0.17002544529262084,0.27,0.08499792789059263,585.0,False
1495,VT,128,no,yes,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,4,2.92,0,0.04498432601880877,0.1699865410497981,0.27037037037037037,0.08499999999999999,687.1,False
2958,NC,95,no,no,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,0.045005875440658046,0.16998444790046657,0.2698412698412698,0.08501387604070305,606.4,True
1893,IN,68,no,no,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,0.044985358711566614,0.16998799519807922,0.2696629213483146,0.08499017681728879,786.5,True
1045,TX,217,no,no,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,0.04500978473581213,0.17001133786848072,0.2698924731182795,0.08501259445843828,651.1,False
207,OR,38,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0.045006717420510524,0.1700102880658436,0.27037037037037037,0.08500267809319764,615.2,False
394,WI,16,no,no,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,0.045006016847172085,0.1699912891986063,0.27037037037037037,0.08497812348079728,612.3,True
2858,AL,141,no,yes,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1,0.044996729888816214,0.16999999999999998,0.27027027027027023,0.08498789346246972,716.0999999999999,False
875,HI,132,no,yes,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0.04502018842530283,0.16998706338939198,0.2703296703296703,0.08501628664495114,557.9,False
399,DC,66,no,no,0,167.3,91,28.44,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1,0.045018257694314036,0.169994022713688,0.269811320754717,0.085,599.6,True
2830,HI,99,no,no,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0.04498229043683589,0.16998394863563404,0.2704761904761905,0.0849726775956284,450.9,False
3196,OR,124,no,no,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,0.044985555096987206,0.16999409332545776,0.269672131147541,0.08499440089585666,602.4,False
1035,VT,119,no,no,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,0.04497518610421836,0.17001050420168065,0.27,0.08501855287569572,577.2,False
2705,HI,101,no,no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,0.04497731691510045,0.16998420221169036,0.2701030927835052,0.0849936948297604,655.1,False
1496,LA,81,no,yes,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,0.04501960784313726,0.16997411561691111,0.2700854700854701,0.08499577345731192,619.1999999999999,False
2675,OR,60,no,no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,0.04499314128943758,0.17001924927815204,0.27017543859649124,0.08502024291497975,628.6,False
966,NJ,48,no,yes,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,0.044984802431610946,0.17,0.270063694267516,0.08500772797527048,689.7,True
1582,WA,86,no,no,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,0.04498525073746312,0.17003322259136214,0.27,0.08503740648379053,551.0,False
2789,WA,47,no,yes,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,0.04500703234880451,0.17,0.2701298701298701,0.08499607227022782,584.4,False
1907,NE,88,no,yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,0.04499054820415879,0.16998950682056663,0.2704081632653061,0.08499789296249474,649.3,False
2747,MD,147,no,no,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,0.04499294781382228,0.16999999999999998,0.2693548387096774,0.08498705780845556,795.6000000000001,True
2158,FL,166,yes,no,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,0.044982993197278914,0.17002096436058697,0.2696969696969697,0.08498487140695915,560.5,True
809,DE,171,no,yes,17,186.9,94,31.77,240.0,138,20.4,200.9,64,9.04,5.8,3,1.57,1,0.044997511199601783,0.169983948635634,0.27068965517241383,0.08499999999999999,633.6,False
1763,WY,93,no,yes,42,166.9,101,28.37,273.2,84,23.22,171.0,106,7.69,11.5,1,3.11,1,0.04497076023391813,0.16998202516476932,0.27043478260869563,0.08499267935578331,622.5999999999999,False
2468,WV,152,yes,yes,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,0.044990636704119846,0.17002724795640325,0.2697674418604651,0.0850140056022409,650.3,True
505,AK,41,no,no,0,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3.0,1,0.04501718213058419,0.1699937225360954,0.2702702702702703,0.08498808578236695,558.2,False
3138,LA,91,no,no,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,0.04497432134996331,0.16997282608695652,0.2699248120300752,0.08498858447488586,472.0,False
3123,MA,77,no,yes,17,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0,0.04501593081474739,0.16998535871156661,0.26991150442477874,0.08502487562189055,636.9000000000001,False
2996,VA,113,no,yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,0.04501187648456057,0.16993318485523384,0.2699248120300752,0.08502235469448585,360.8,False
784,MO,107,no,yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,0.044987468671679194,0.17001067235859124,0.2696428571428572,0.08496868475991651,675.4000000000001,False
1875,NY,99,no,no,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,0.04501377410468319,0.16998626373626374,0.27017543859649124,0.08501515807708965,569.4,False
201,DE,62,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0.0450204081632653,0.16999451453647832,0.2696428571428572,0.0850091407678245,766.7,False
2194,DE,136,yes,yes,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,0.04499178981937603,0.1699530516431925,0.27,0.08498263888888888,568.2,False
3118,ND,131,no,yes,33,177.1,100,30.11,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1,0.04498816101026046,0.17001693958215697,0.2692307692307692,0.08499999999999999,629.7,False
2100,NY,112,no,yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,0.04503012048192771,0.16996699669966997,0.2699248120300752,0.08499095840867993,372.6,False
3084,AR,129,no,no,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,0.04501347708894878,0.17,0.2702479338842975,0.08501362397820164,611.5,False
2290,NV,113,no,no,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,0.044982868330885946,0.16999592335915206,0.27009345794392525,0.0849942285494421,720.2,True
1808,NH,83,no,no,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,0.04498620055197792,0.1699956766104626,0.2701612903225806,0.08498098859315589,671.5,False
380,SD,137,no,no,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3,0.045013723696248856,0.17001239157372985,0.27006802721088435,0.0850261780104712,666.4,False
2349,CT,22,no,no,0,207.7,116,35.31,210.6,99,17.9,238.2,88,10.72,9.6,5,2.59,0,0.045004198152812765,0.17000481463649497,0.26979166666666665,0.08499525166191832,666.1,False
420,NM,141,no,yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,0.0449941792782305,0.16998550024166265,0.2698924731182795,0.08498487140695915,652.4000000000001,False
1710,OH,146,no,no,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,0.04499629355077835,0.17002949852507374,0.27,0.08501515807708965,679.2,False
393,PA,112,no,no,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,0.04501884760366182,0.17001381851681252,0.2702127659574468,0.08499025341130606,617.3999999999999,False
2655,NE,64,no,no,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,0.0449814126394052,0.1699817518248175,0.27,0.08502994011976048,557.6,False
1533,WY,127,yes,no,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,5,3.75,2,0.045,0.16998348472336913,0.2697841726618705,0.08500663423264042,734.1999999999999,True
1170,IN,108,no,no,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,0.044967880085653104,0.16999498243853486,0.26973684210526316,0.08501338090990188,578.8,False
3153,AZ,94,no,no,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,0.04502394890899415,0.17001811594202898,0.2704761904761905,0.08501920614596671,575.4000000000001,False
1506,MD,136,no,no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,0.044985904148207814,0.1700079239302694,0.27009345794392525,0.08499106611078022,679.3000000000001,False
2710,WV,63,no,no,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,0.044977733795150916,0.17001527883880824,0.27006802721088435,0.0850204081632653,723.5999999999999,True
2039,MS,121,no,yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,0.044987012987012985,0.16999208234362628,0.269811320754717,0.08501908396946566,539.0,False
1160,TX,47,no,yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,0.04499100179964007,0.16996434937611407,0.269811320754717,0.08501291989664082,444.3,False
1376,OH,65,no,no,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,0.04500525762355415,0.17000407000407003,0.26904761904761904,0.08499379909053327,777.1,True
2583,OK,63,no,no,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,0.04501472444257467,0.17000777000777,0.27031249999999996,0.08500830564784052,620.0,False
64,NC,38,no,no,0,131.2,98,22.3,162.9,97,13.85,159.0,106,7.15,8.2,6,2.21,2,0.0449685534591195,0.16996951219512196,0.26951219512195124,0.08502148557397175,461.29999999999995,False
2074,MI,91,no,no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,0.04501278772378517,0.17000742390497403,0.2696969696969697,0.08499830680663732,632.1,False
1188,WA,29,no,no,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,0.04499645138396025,0.17001270648030495,0.2698924731182795,0.08503448275862069,593.5,False
3131,VT,107,no,no,0,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5,0.045,0.17000527148128625,0.26987951807228916,0.08500960922485586,598.1,False
495,FL,161,yes,no,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3.0,2,0.04498886414253898,0.1700192184497117,0.2702702702702703,0.08502495840266222,527.1,False
381,OK,97,no,no,0,151.6,107,25.77,155.4,96,13.21,240.0,112,10.8,14.7,4,3.97,1,0.045000000000000005,0.1699868073878628,0.27006802721088435,0.08500643500643501,561.7,False
